invoice_id,user_id,plan_id,plan_amount,amount,user_amount,trans_id,location,discount,method,description,device_type,device_id,status,created_date,last_update,app_id,object_id,client
4484701,112,18164,375,0,0,1570432315-112,rest,0,giftcode,"Gói K+ 3 tháng khuyến mãi Samsung",smarttv-ss-nextgen,1122334455660,1,"2019-10-07 14:11:55","2019-10-07 14:11:55",APP001,,
4484700,112,18164,375,0,0,1570432110-112,rest,0,giftcode,"Gói K+ 3 tháng khuyến mãi Samsung",smarttv-ss-nextgen,1122334455669,1,"2019-10-07 14:08:30","2019-10-07 14:08:30",APP001,,
4484698,112,18164,375,0,0,1570431625-112,rest,0,giftcode,"Gói K+ 3 tháng khuyến mãi Samsung",smarttv-ss-nextgen,1122334455668,1,"2019-10-07 14:00:25","2019-10-07 14:00:25",APP001,,
4484696,111,18164,375,0,0,1570431217-111,rest,0,giftcode,"Gói K+ 3 tháng khuyến mãi Samsung",smarttv-ss-nextgen,1122334455667,1,"2019-10-07 13:53:37","2019-10-07 13:53:37",APP001,,
4484694,111,18164,375,0,0,1570430026-111,rest,0,giftcode,"Gói K+ 3 tháng khuyến mãi Samsung",smarttv-ss-nextgen,1122334455667,1,"2019-10-07 13:33:46","2019-10-07 13:33:46",APP001,,
4484693,8324675,18162,199,199,0,1000000576173107,othe,0,direct,"Gói Kênh trả phí",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-07 11:41:47","2019-10-07 11:41:47",APP001,,
4484692,8324675,991,67,67,0,1000000576172930,othe,0,direct,"Gói Phim Đặc Sắc",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-07 11:40:24","2019-10-07 11:40:24",APP001,,
4484691,8324675,991,67,67,0,1000000576172729,othe,0,direct,"Gói Phim Đặc Sắc",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-07 11:39:34","2019-10-07 11:39:34",APP001,,
4484689,8324675,18161,159,159,0,1000000575714831,othe,0,direct,"Gói K+",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-04 17:01:59","2019-10-04 17:01:59",APP001,,
4484688,8324675,18161,159,159,0,1000000575699700,othe,0,direct,"Gói K+",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-04 16:33:40","2019-10-04 16:33:40",APP001,,
4484687,8324675,18161,159,159,0,1000000575688871,othe,0,direct,"Gói K+",,,1,"2019-10-04 16:11:19","2019-10-04 16:11:19",APP001,,
4484686,8324675,18161,159,159,0,1000000575686630,othe,0,direct,"Gói K+",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-04 16:05:49","2019-10-04 16:05:49",APP001,,
4484685,8324675,18161,159,159,0,1000000575681971,othe,0,direct,"Gói K+",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-04 15:56:35","2019-10-04 15:56:35",APP001,,
4484684,8324675,18162,199,199,0,1000000575670999,othe,0,direct,"Gói Kênh trả phí",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-04 15:28:26","2019-10-04 15:28:26",APP001,,
4484683,8324675,18161,159,159,0,1000000575669989,othe,0,direct,"Gói K+",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-04 15:25:53","2019-10-04 15:25:53",APP001,,
4484682,8324675,18161,159,159,0,1000000575180985,othe,0,direct,"Gói K+",,,1,"2019-10-04 14:52:07","2019-10-04 14:52:07",APP001,,
4484681,8324675,18161,159,159,0,1000000575180985,othe,0,direct,"Gói K+",,,1,"2019-10-04 14:50:20","2019-10-04 14:50:20",APP001,,
4484680,8324675,18161,159,159,0,1000000575180985,othe,0,direct,"Gói K+",,,1,"2019-10-04 14:47:55","2019-10-04 14:47:55",APP001,,
4484679,8324675,18161,159,159,0,1000000575179864,othe,0,direct,"Gói K+",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-03 10:07:13","2019-10-03 10:07:13",APP001,,
4484678,8324675,991,67,67,0,1000000575179328,othe,0,direct,"Gói Phim Đặc Sắc",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-03 10:03:36","2019-10-03 10:03:36",APP001,,
4484677,2681866,990,67,67,0,1000000574755888,othe,0,direct,"Gói Kênh trả phí",ios,5761656B-0940-4C84-B7E4-8AB7CC8B011F,1,"2019-10-02 11:14:55","2019-10-02 11:14:55",APP001,,
4484676,2681866,991,67,67,0,1000000574755876,othe,0,direct,"Gói Phim Đặc Sắc",ios,5761656B-0940-4C84-B7E4-8AB7CC8B011F,1,"2019-10-02 11:14:36","2019-10-02 11:14:36",APP001,,
4484671,2283762,18157,125,125,0,1569895906-2283762,othe,0,direct,K+,unknown,unknown,1,"2019-10-01 09:13:33","2019-10-01 09:13:33",APP001,,
4484669,13894559,991,67,67,0,1000000574296897,othe,0,direct,"Gói Phim Đặc Sắc",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-01 08:09:21","2019-10-01 08:09:21",APP001,,
4484668,13894559,991,67,67,0,1000000574296859,othe,0,direct,"Gói Phim Đặc Sắc",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-10-01 08:08:23","2019-10-01 08:08:23",APP001,,
4484667,13894559,991,67,67,0,1000000574160556,othe,0,direct,"Gói Phim Đặc Sắc",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-09-30 21:47:51","2019-09-30 21:47:51",APP001,,
4484666,13894559,990,67,67,0,1000000574159480,othe,0,direct,"Gói Kênh trả phí",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-09-30 21:44:44","2019-09-30 21:44:44",APP001,,
4484665,13894559,990,67,67,0,1000000574158970,othe,0,direct,"Gói Kênh trả phí",ios,9333A89F-9C21-4C4E-816E-BE08B1F15E13,1,"2019-09-30 21:43:14","2019-09-30 21:43:14",APP001,,
4484664,7641215,18157,125,125,0,1569831728-7641215,othe,0,direct,K+,unknown,unknown,1,"2019-09-30 15:22:28","2019-09-30 15:22:28",APP001,,
4484663,7641215,18157,125,125,0,1569466166-7641215,othe,0,direct,K+,unknown,unknown,1,"2019-09-26 09:49:39","2019-09-26 09:49:39",APP001,,
4484662,7641215,18157,125,125,0,1569407518-7641215,othe,0,direct,K+,unknown,unknown,1,"2019-09-25 17:32:18","2019-09-25 17:32:18",APP001,,
4484660,7641215,18157,125,125,0,1569406876-7641215,othe,0,direct,K+,unknown,unknown,1,"2019-09-25 17:21:49","2019-09-25 17:21:49",APP001,,
4484659,7641215,18157,125,125,0,1569406471-7641215,othe,0,direct,K+,unknown,unknown,1,"2019-09-25 17:14:42","2019-09-25 17:14:42",APP001,,
4484658,2283762,1730,67,67,0,1000000572031641,othe,0,direct,"Gói Kênh trả phí",ios,,1,"2019-09-25 11:06:45","2019-09-25 11:06:45",APP001,,
4484653,8324675,616,0,0,0,1569224214-8324675,vn,0,giftcode,"Gói cơ bản 180 ngày Skyworth",web-playfpt,unknown,1,"2019-09-23 14:36:54","2019-09-23 14:36:54",APP001,,
4484652,8819444,639,50,50,0,1569213829-8819444,othe,0,direct,"Gói Giải Trí",web-playfpt,unknow,1,"2019-09-23 11:44:30","2019-09-23 11:44:30",APP001,,
4484651,10604877,1392,100,100,0,1569210683-10604877,othe,0,direct,"Gói Combo",web-playfpt,unknow,1,"2019-09-23 10:52:11","2019-09-23 10:52:11",APP001,,
4484650,8819444,82,50,50,0,1569209318-8819444,othe,0,direct,"Gói Phim Đặc Sắc",web-playfpt,unknow,1,"2019-09-23 10:29:33","2019-09-23 10:29:33",APP001,,
4484649,10778676,1281,500,500,0,1569208435-10778676,othe,0,direct,"Gói Serie A & FA Cup độc quyền",web-playfpt,unknow,1,"2019-09-23 10:14:07","2019-09-23 10:14:07",APP001,,
4484648,8819444,1392,100,100,0,1569208313-8819444,othe,0,direct,"Gói Combo",web-playfpt,unknow,1,"2019-09-23 10:12:08","2019-09-23 10:12:08",APP001,,
4484647,8819444,82,50,50,0,1569208217-8819444,othe,0,direct,"Gói Phim Đặc Sắc",web-playfpt,unknow,1,"2019-09-23 10:10:38","2019-09-23 10:10:38",APP001,,
4484646,8819444,1281,500,500,0,1569208055-8819444,othe,0,direct,"Gói Serie A & FA Cup độc quyền",web-playfpt,unknow,1,"2019-09-23 10:09:36","2019-09-23 10:09:36",APP001,,
4484645,5315734,1392,100,100,0,190923-15692080695315734,othe,0,direct,"Gói Combo",smarttv-ss-nextgen-2014,unknow,1,"2019-09-23 10:08:01","2019-09-23 10:08:01",APP001,,
4484644,5315734,1392,100,100,0,190923-15692078605315734,othe,0,direct,"Gói Combo",smarttv-ss-nextgen-2014,unknow,1,"2019-09-23 10:04:32","2019-09-23 10:04:32",APP001,,
4484643,5315734,818,50,50,0,190923-15692078175315734,othe,0,direct,"Gói Phim Đặc Sắc",smarttv-ss-nextgen-2014,unknow,1,"2019-09-23 10:03:53","2019-09-23 10:03:53",APP001,,
4484642,8819444,857,20,20,0,190923-15692076928819444,othe,0,direct,"Gói Tắt Quảng Cáo",web-playfpt,unknow,1,"2019-09-23 10:01:39","2019-09-23 10:01:39",APP001,,
4484641,6109348,1392,100,100,0,190923-15692075876109348,othe,0,direct,"Gói Combo",smarttv-ss-nextgen-2014,unknow,1,"2019-09-23 09:59:54","2019-09-23 09:59:54",APP001,,
4484640,6109348,855,20,20,0,190923-15692075496109348,othe,0,direct,"Gói Tắt Quảng Cáo",smarttv-ss-nextgen-2014,unknow,1,"2019-09-23 09:59:18","2019-09-23 09:59:18",APP001,,
4484639,6109348,818,50,50,0,190923-15692075186109348,othe,0,direct,"Gói Phim Đặc Sắc",smarttv-ss-nextgen-2014,unknow,1,"2019-09-23 09:58:48","2019-09-23 09:58:48",APP001,,
4484638,6109348,677,50,50,0,190923-15692074696109348,othe,0,direct,"Gói Giải Trí",smarttv-ss-nextgen-2014,unknow,1,"2019-09-23 09:58:01","2019-09-23 09:58:01",APP001,,
4484637,6109348,818,50,50,0,190923-15692072546109348,othe,0,direct,"Gói Phim Đặc Sắc",smarttv-ss-nextgen-2014,unknow,1,"2019-09-23 09:54:55","2019-09-23 09:54:55",APP001,,
4484636,2283762,657,500,0,0,1569206569-2283762,vn,100,giftcode,"Giftcode Gói Giải Trí 365 Ngày & Hết Mùa Serie A-FA Cup 2019/2020 - Discount: 100%",Web,,1,"2019-09-23 09:42:49","2019-09-23 09:42:49",APP001,,
4484635,7,657,500,0,2751,1569206211-7,othe,100,coin,"Giftcode Gói Giải Trí 365 Ngày & Hết Mùa Serie A-FA Cup 2019/2020 - Discount: 100%",fplay-ottbox-2019,FC:D5:D9:2D:61:85,1,"2019-09-23 09:36:51","2019-09-23 09:36:51",APP001,,
4484634,7,657,500,0,2751,1569206169-7,othe,100,coin,"Giftcode Gói Giải Trí 365 Ngày & Hết Mùa Serie A-FA Cup 2019/2020 - Discount: 100%",fplay-ottbox-2019,FC:D5:D9:2D:61:85,1,"2019-09-23 09:36:09","2019-09-23 09:36:09",APP001,,
4484633,7515629,1392,100,0,0,1569204628-7515629,vn,0,giftcode,"Gói Combo 30 Ngày",smarttv-sn-nextgen,unknown,1,"2019-09-23 09:10:28","2019-09-23 09:10:28",APP001,,
4484632,9268715,1392,100,0,0,1569204390-9268715,vn,0,giftcode,"Gói Combo 30 Ngày",smarttv-sn-nextgen,unknown,1,"2019-09-23 09:06:30","2019-09-23 09:06:30",APP001,,
4484613,11720713,657,500,0,0,1568969006-11720713,othe,100,coin,"Giftcode Gói Giải Trí 365 Ngày & Hết Mùa Serie A-FA Cup 2019/2020 - Discount: 100%",fplay-ottbox-2019,FC:D5:D9:2D:61:85,1,"2019-09-20 15:43:26","2019-09-20 15:43:26",APP001,,
4484612,11720713,657,500,0,0,1568968463-11720713,othe,100,coin,"Giftcode Gói Giải Trí 365 Ngày & Hết Mùa Serie A-FA Cup 2019/2020 - Discount: 100%",fplay-ottbox-2019,FC:D5:D9:2D:61:85,1,"2019-09-20 15:34:23","2019-09-20 15:34:23",APP001,,
4484607,9268715,1392,100,0,0,1568882076-9268715,vn,0,giftcode,"Gói Combo 30 Ngày",smarttv-sn-nextgen,unknown,1,"2019-09-19 15:34:36","2019-09-19 15:34:36",APP001,,
4484606,11720721,1392,100,100,0,1568878578-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-19 14:36:27","2019-09-19 14:36:27",APP001,,
4484605,11720721,1392,100,100,0,1568878458-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-19 14:35:26","2019-09-19 14:35:26",APP001,,
4484604,11720721,1392,100,100,0,1568878326-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-19 14:32:44","2019-09-19 14:32:44",APP001,,
4484600,11720721,1392,100,100,0,1568866296-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-19 11:11:43","2019-09-19 11:11:43",APP001,,
4484598,6153478,1392,100,50,0,1568865675-6153478,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-19 11:01:25","2019-09-19 11:01:25",APP001,,
4484597,6153478,1392,100,100,0,1568862857-6153478,othe,0,direct,"Gói Combo",web-playfpt,unknow,1,"2019-09-19 10:14:27","2019-09-19 10:14:27",APP001,,
4484596,6109348,972,948,948,0,1568862666-6109348,othe,0,direct,"Gói HBO GO",smarttv-ss-nextgen-2014,unknow,1,"2019-09-19 10:11:53","2019-09-19 10:11:53",APP001,,
4484595,11720721,1392,100,100,0,1568862615-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-19 10:10:22","2019-09-19 10:10:22",APP001,,
4484594,6109348,821,500,500,0,1568862562-6109348,othe,0,direct,"Gói Phim Đặc Sắc",smarttv-ss-nextgen-2014,unknow,1,"2019-09-19 10:09:31","2019-09-19 10:09:31",APP001,,
4484592,6109348,822,125,125,0,1568862349-6109348,othe,0,direct,"Gói K+",smarttv-ss-nextgen-2014,unknow,1,"2019-09-19 10:08:36","2019-09-19 10:08:36",APP001,,
4484591,11720721,1392,100,100,0,1568862151-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-19 10:02:51","2019-09-19 10:02:51",APP001,,
4484590,11720721,1392,100,100,0,1568862115-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-19 10:02:03","2019-09-19 10:02:03",APP001,,
4484584,11720706,855,20,20,0,1568799325-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",smarttv-lg-nextgen,unknow,1,"2019-09-18 16:36:43","2019-09-18 16:36:43",APP001,,
4484583,5218909,657,500,0,0,1568798981-5218909,othe,100,coin,"Giftcode Gói Giải Trí 365 Ngày & Hết Mùa Serie A-FA Cup 2019/2020 - Discount: 100%",fplay-ottbox-2019,FC:D5:D9:26:A3:3E,1,"2019-09-18 16:29:41","2019-09-18 16:29:41",APP001,,
4484582,5218909,657,500,0,0,1568798961-5218909,othe,100,coin,"Giftcode Gói Giải Trí 365 Ngày & Hết Mùa Serie A-FA Cup 2019/2020 - Discount: 100%",fplay-ottbox-2019,FC:D5:D9:26:A3:3E,1,"2019-09-18 16:29:21","2019-09-18 16:29:21",APP001,,
4484581,11720706,677,50,50,0,1568797595-11720706,othe,0,direct,"Gói Giải Trí",smarttv-lg-nextgen,unknow,1,"2019-09-18 16:06:45","2019-09-18 16:06:45",APP001,,
4484580,11720706,855,20,20,0,1568797538-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",smarttv-lg-nextgen,unknow,1,"2019-09-18 16:05:42","2019-09-18 16:05:42",APP001,,
4484579,11720706,855,20,20,0,1568797407-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",smarttv-sn-nextgen,unknow,1,"2019-09-18 16:03:48","2019-09-18 16:03:48",APP001,,
4484578,11720706,822,125,125,0,1568796973-11720706,othe,0,direct,"Gói K+",smarttv-lg-nextgen,unknow,1,"2019-09-18 15:56:27","2019-09-18 15:56:27",APP001,,
4484577,11720706,822,125,125,0,1568796830-11720706,othe,0,direct,"Gói K+",smarttv-lg-nextgen,unknow,1,"2019-09-18 15:53:56","2019-09-18 15:53:56",APP001,,
4484576,11720706,857,20,20,0,1568795195-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",android,unknow,1,"2019-09-18 15:26:41","2019-09-18 15:26:41",APP001,,
4484575,11720706,857,20,20,0,1568795101-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",android,unknow,1,"2019-09-18 15:25:05","2019-09-18 15:25:05",APP001,,
4484574,11720706,857,20,20,0,1568794977-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",android,unknow,1,"2019-09-18 15:23:03","2019-09-18 15:23:03",APP001,,
4484573,11720706,857,20,20,0,1568794746-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",android,unknow,1,"2019-09-18 15:21:18","2019-09-18 15:21:18",APP001,,
4484572,11720706,857,20,20,0,1568793246-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",android,unknow,1,"2019-09-18 14:54:11","2019-09-18 14:54:11",APP001,,
4484571,11720706,969,237,237,0,1568791927-11720706,othe,0,direct,"Gói HBO GO",smarttv-lg-nextgen,unknow,1,"2019-09-18 14:32:11","2019-09-18 14:32:11",APP001,,
4484568,6153478,1392,100,100,0,1568791096-6153478,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-18 14:18:33","2019-09-18 14:18:33",APP001,,
4484567,11720706,1288,500,500,0,1568789896-11720706,othe,0,direct,"Gói Serie A & FA Cup độc quyền",smarttv-lg-nextgen,unknow,1,"2019-09-18 13:59:09","2019-09-18 13:59:09",APP001,,
4484566,11720706,860,60,60,0,1568789647-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",smarttv-lg-nextgen,unknow,1,"2019-09-18 13:55:00","2019-09-18 13:55:00",APP001,,
4484565,11720706,18139,20,20,0,1568789319-11720706,othe,0,direct,Game,smarttv-lg-nextgen,unknow,1,"2019-09-18 13:50:44","2019-09-18 13:50:44",APP001,,
4484564,11720706,863,120,120,0,1568778618-11720706,othe,0,direct,"Gói Tắt Quảng Cáo",smarttv-lg-nextgen,unknow,1,"2019-09-18 10:51:22","2019-09-18 10:51:22",APP001,,
4484563,11500786,1063,125,63,0,1568777802-11500786,othe,0,direct,"Gói K+",android,9a7251e74176cd30,1,"2019-09-18 10:37:26","2019-09-18 10:37:26",APP001,,
4484562,11500786,1067,20,20,0,1568777378-11500786,vn,0,direct,"Gói Tắt Quảng Cáo",,,1,"2019-09-18 10:29:41","2019-09-18 10:29:41",APP001,,
4484561,11720706,1226,79,79,0,1568777036-11720706,othe,0,direct,"Gói HBO GO",smarttv-lg-nextgen,unknow,1,"2019-09-18 10:25:09","2019-09-18 10:25:09",APP001,,
4484560,11500786,1392,100,100,0,1568776972-11500786,othe,0,direct,"Gói Combo",android,9a7251e74176cd30,1,"2019-09-18 10:24:30","2019-09-18 10:24:30",APP001,,
4484559,11720706,822,125,125,0,1568776893-11720706,othe,0,direct,"Gói K+",smarttv-lg-nextgen,unknow,1,"2019-09-18 10:22:59","2019-09-18 10:22:59",APP001,,
4484558,11500786,1392,100,100,0,1568776886-11500786,othe,0,direct,"Gói Combo",android,9a7251e74176cd30,1,"2019-09-18 10:21:51","2019-09-18 10:21:51",APP001,,
4484557,11500786,1067,20,10,0,1568776584-11500786,othe,0,direct,"Gói Tắt Quảng Cáo",android,9a7251e74176cd30,1,"2019-09-18 10:17:10","2019-09-18 10:17:10",APP001,,
4484556,6153478,1392,100,100,0,1568776389-6153478,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-18 10:13:17","2019-09-18 10:13:17",APP001,,
4484555,6153478,1392,100,100,0,1568776331-6153478,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-18 10:12:26","2019-09-18 10:12:26",APP001,,
4484554,11500786,1056,50,50,0,1568776179-11500786,othe,0,direct,"Gói Giải Trí",android,9a7251e74176cd30,1,"2019-09-18 10:09:46","2019-09-18 10:09:46",APP001,,
4484553,11500786,1056,50,50,0,1568776099-11500786,othe,0,direct,"Gói Giải Trí",android,9a7251e74176cd30,1,"2019-09-18 10:08:28","2019-09-18 10:08:28",APP001,,
4484550,11500786,1392,100,50,0,1568776026-11500786,othe,0,direct,"Gói Combo",android,9a7251e74176cd30,1,"2019-09-18 10:07:15","2019-09-18 10:07:15",APP001,,
4484548,6109348,623,125,125,0,1568774800-6109348,vn,0,direct,"Gói K+",,,1,"2019-09-18 09:46:41","2019-09-18 09:46:41",APP001,,
4484547,6109348,623,125,105,0,1568774740-6109348,othe,0,direct,"Gói K+",smarttv-sony-android,43a3a8fbc00e52b3,1,"2019-09-18 09:45:48","2019-09-18 09:45:48",APP001,,
4484546,11500786,1392,100,100,0,1568774272-11500786,othe,0,direct,"Gói Combo",android,9a7251e74176cd30,1,"2019-09-18 09:37:53","2019-09-18 09:37:53",APP001,,
4484545,6109348,623,125,125,0,1568774252-6109348,vn,0,direct,"Gói K+",,,1,"2019-09-18 09:37:34","2019-09-18 09:37:34",APP001,,
4484544,6109348,623,125,125,0,1568774130-6109348,othe,0,direct,"Gói K+",smarttv-sony-android,43a3a8fbc00e52b3,1,"2019-09-18 09:35:40","2019-09-18 09:35:40",APP001,,
4484542,11720721,1392,100,100,0,1568772701-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-18 09:12:03","2019-09-18 09:12:03",APP001,,
4484541,11720721,1392,100,100,0,1568772605-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-18 09:10:13","2019-09-18 09:10:13",APP001,,
4484540,11720721,1392,100,100,0,1568772487-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-18 09:08:22","2019-09-18 09:08:22",APP001,,
4484539,11720721,1392,100,100,0,1568772174-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-18 09:03:13","2019-09-18 09:03:13",APP001,,
4484538,11720721,1063,125,125,0,1568717057-11720721,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 17:44:31","2019-09-17 17:44:31",APP001,,
4484537,11720721,1063,125,125,0,1568716971-11720721,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 17:43:12","2019-09-17 17:43:12",APP001,,
4484536,11720721,1063,125,125,0,1568716929-11720721,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 17:42:28","2019-09-17 17:42:28",APP001,,
4484535,11720721,1063,125,125,0,1568716772-11720721,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 17:39:47","2019-09-17 17:39:47",APP001,,
4484534,11720721,1063,125,125,0,1568715390-11720721,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 17:16:52","2019-09-17 17:16:52",APP001,,
4484533,11720721,1063,125,125,0,1568714518-11720721,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 17:02:18","2019-09-17 17:02:18",APP001,,
4484532,11720721,1063,125,125,0,1568714472-11720721,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 17:01:28","2019-09-17 17:01:28",APP001,,
4484531,11720721,1063,125,125,0,1568713919-11720721,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 16:52:06","2019-09-17 16:52:06",APP001,,
4484530,11720721,1063,125,125,0,1568713837-11720721,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 16:51:07","2019-09-17 16:51:07",APP001,,
4484529,11410822,1063,125,125,0,1568713087-11410822,othe,0,direct,"Gói K+",android,9a7251e74176cd30,1,"2019-09-17 16:38:14","2019-09-17 16:38:14",APP001,,
4484528,11720721,1392,100,100,0,1568712304-11720721,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-17 16:25:59","2019-09-17 16:25:59",APP001,,
4484527,1760177,1626,79,79,0,1568708080--1760177,othe,0,direct,"Gói HBO GO",,,1,"2019-09-17 15:14:40","2019-09-17 15:14:40",APP001,,
4484526,1760177,539,125,125,0,1568708006-1760177,othe,0,direct,"Gói K+",web-playfpt,unknow,1,"2019-09-17 15:14:40","2019-09-17 15:14:40",APP001,,
4484525,11410822,1066,750,750,0,1568706730-11410822,othe,0,direct,"Gói K+",android,9a7251e74176cd30,1,"2019-09-17 14:52:15","2019-09-17 14:52:15",APP001,,
4484524,1760177,1392,100,100,0,1568706555-1760177,othe,0,direct,"Gói Combo",android,aed1fb35f0723109,1,"2019-09-17 14:49:38","2019-09-17 14:49:38",APP001,,
4484523,1760177,1063,125,125,0,1568706326-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 14:46:17","2019-09-17 14:46:17",APP001,,
4484522,11500786,1288,500,500,0,1568704986-11500786,othe,0,direct,"Gói Serie A & FA Cup độc quyền",android,9a7251e74176cd30,1,"2019-09-17 14:23:50","2019-09-17 14:23:50",APP001,,
4484521,1760177,1063,125,125,0,1568704059-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 14:07:43","2019-09-17 14:07:43",APP001,,
4484520,1760177,1063,125,125,0,1568704021-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 14:07:21","2019-09-17 14:07:21",APP001,,
4484519,1760177,1063,125,125,0,1568703409-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:57:00","2019-09-17 13:57:00",APP001,,
4484518,1760177,1063,125,125,0,1568703338-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:55:43","2019-09-17 13:55:43",APP001,,
4484517,1760177,1063,125,125,0,1568703219-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:53:45","2019-09-17 13:53:45",APP001,,
4484516,1760177,1063,125,125,0,1568703118-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:52:03","2019-09-17 13:52:03",APP001,,
4484515,1760177,1063,125,125,0,1568703084-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:51:32","2019-09-17 13:51:32",APP001,,
4484514,1760177,1063,125,125,0,1568702625-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:43:49","2019-09-17 13:43:49",APP001,,
4484513,1760177,1063,125,125,0,1568702605-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:43:31","2019-09-17 13:43:31",APP001,,
4484512,1760177,1063,125,125,0,1568702568-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:42:55","2019-09-17 13:42:55",APP001,,
4484511,1760177,1063,125,125,0,1568702528-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:42:13","2019-09-17 13:42:13",APP001,,
4484510,1760177,1063,125,125,0,1568702505-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:41:51","2019-09-17 13:41:51",APP001,,
4484509,1760177,1063,125,125,0,1568702440-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:40:52","2019-09-17 13:40:52",APP001,,
4484508,1760177,1063,125,125,0,1568702384-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:39:52","2019-09-17 13:39:52",APP001,,
4484507,1760177,1063,125,125,0,1568702339-1760177,othe,0,direct,"Gói K+",android,aed1fb35f0723109,1,"2019-09-17 13:39:32","2019-09-17 13:39:32",APP001,,
